ID,name_seq,collection_time,index,is.node,pmsmdemdef,STN,AMRany,ESBLR,CiprofloxacinR,AzithromycinR,Genotype,Genotype_simplified,Phylowave_group
1037,SRR9151834,2019.383562,0.054110347,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1038,SRR8936107,2019.265753,0.055309864,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1039,SRR9595021,2019.463014,0.053476231,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1040,SRR10219474,2019.709589,0.051161919,no,pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1041,SRR7286535,2017.369863,0.068003003,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1042,SRR4897615,2016.666667,0.069697631,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1043,SRR7274804,2016.565574,0.070064558,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1044,SRR7204210,2017.712329,0.065090795,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1045,SRR7274837,2017.526027,0.064292422,no,pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1046,SRR7286477,2017.446575,0.064968676,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1047,SRR7236590,2017.435616,0.065109073,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1048,SRR7286503,2017.446575,0.064895991,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1049,SRR7836297,2018.657534,0.055986902,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1050,SRR4787145,2016.256831,0.066828436,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1051,SRR10019371,2019.621918,0.047682679,no,Travel,Travel,1,0,1,1,3.6.1.1,3.6.1.1,4
1052,SRR8936119,2019.268493,0.051261719,no,non-pMSM,non-STN,1,0,1,1,3.6.1.1,3.6.1.1,4
1053,ERR1364321,2014.608219,0.083776841,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1054,ERR1364318,2014.558904,0.08396459,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1055,SRR4897175,2015.863014,0.068732152,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1056,SRR5006144,2014.482192,0.085699577,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1057,SRR4787786,2014.745205,0.082016922,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1058,SRR4195639,2014.728767,0.082242606,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1059,SRR4786271,2016.491803,0.06480086,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1060,SRR4897201,2016.18306,0.066211897,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1061,SRR4195729,2012.237705,0.121952955,no,pMSM,STN,1,0,1,1,3.6.1.1.3.1,ZOthers,4
1062,SRR4897575,2012.196721,0.122874305,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1063,SRR5024501,2012.237705,0.122871422,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1064,SRR4195724,2012.213115,0.122602724,no,non-pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1065,SRR4788140,2012.106557,0.125607791,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1066,SRR4897069,2012.204918,0.122750973,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1067,SRR4195635,2012.23224,0.122196723,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1068,SRR4184854,2012.278689,0.120256199,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1069,SRR4195489,2011.668493,0.128803767,no,pMSM,STN,1,0,1,0,3.6.1.1.3.1,ZOthers,4
1070,SRR7265966,2017.484932,0.060538731,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1071,SRR3531905,2016.314208,0.065760534,no,Travel,Travel,1,0,1,1,3.6.1.1.3,ZOthers,4
1072,SRR7184240,2017.772603,0.059532975,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1073,SRR3531847,2015.841096,0.068995475,no,pMSM,STN,1,0,1,0,3.6.1.1.3,ZOthers,4
1074,SRR7230213,2017.224658,0.063507468,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1075,SRR7266758,2017.235616,0.063352277,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1076,SRR7283678,2017.350685,0.062708577,no,pMSM,non-STN,1,0,1,0,3.6.1.1.3,ZOthers,4
1077,SRR7223058,2018.005479,0.05964658,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1078,SRR7221118,2017.660274,0.060481085,no,pMSM,non-STN,1,0,1,0,3.6.1.1.3,ZOthers,4
1079,SRR7866243,2018.613699,0.055597977,no,Travel,Travel,1,0,1,0,3.6.1.1.3,ZOthers,4
1080,SRR3531863,2016.18306,0.066145644,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1.3,ZOthers,4
1081,SRR7230354,2017.490411,0.060455452,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1082,SRR10962101,2020.038251,0.045737145,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1083,SRR8405053,2018.99726,0.056436513,no,non-pMSM,non-STN,0,0,0,0,3.6.1.1,3.6.1.1,4
1084,SRR9259742,2019.287671,0.053500771,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1085,SRR7866261,2018.690411,0.057512999,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1086,SRR10350826,2019.80274,0.050243775,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1087,SRR8366960,2018.931507,0.05706262,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1088,SRR8558502,2019.043836,0.055774782,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1089,SRR8117843,2018.805479,0.057187666,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1090,SRR9988865,2019.575342,0.05055294,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1091,SRR11215226,2020.150273,0.044076444,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1092,SRR8237825,2018.854795,0.056578527,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1093,SRR8878832,2019.219178,0.053261848,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1094,SRR8979694,2019.268493,0.052765816,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1095,SRR7826972,2018.586301,0.057629415,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1096,SRR7842176,2018.621918,0.057413632,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1097,SRR7842121,2018.619178,0.057398986,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1098,SRR8176559,2018.824658,0.055922632,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1099,SRR10212225,2019.706849,0.047983067,no,pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1100,SRR10858744,2019.978082,0.045615216,no,Travel,Travel,1,1,1,1,3.6.1.1,3.6.1.1,4
1101,SRR7187777,2017.465753,0.062343041,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1102,SRR7204307,2017.465753,0.062343041,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1103,SRR4786193,2016.297814,0.067262764,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1104,SRR4788102,2016.532787,0.065950261,no,pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1105,SRR7291596,2018.421918,0.058353197,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1106,SRR7367422,2016.822404,0.065683966,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1107,SRR4897456,2016.669399,0.065088869,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1108,SRR7249521,2017.923288,0.059671985,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1109,SRR7250953,2018.383562,0.058299731,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1110,SRR4195766,2015.939726,0.069682686,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1111,SRR7204398,2017.945205,0.059451155,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1112,SRR7244224,2017.484932,0.061416289,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1113,SRR4787736,2016.297814,0.066588368,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1114,SRR7249724,2016.415301,0.065828257,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1115,SRR7358007,2017.446575,0.061184854,no,Travel,Travel,1,1,1,1,3.6.1.1,3.6.1.1,4
1116,SRR7187031,2018.29863,0.058465434,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1117,SRR7283747,2017.252055,0.063178958,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1118,SRR3531732,2015.671233,0.068233734,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1119,SRR3531870,2015.671233,0.068233734,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1120,SRR3530631,2015.8,0.067431529,no,non-pMSM,non-STN,1,0,1,1,3.6.1.1,3.6.1.1,4
1121,SRR7892545,2018.693151,0.051726409,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1122,SRR7367237,2018.334247,0.055152092,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1123,SRR4195475,2014.073973,0.086257735,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1124,SRR7221288,2016.811475,0.061126454,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1125,SRR10806404,2019.967123,0.041647959,no,non-pMSM,non-STN,1,0,1,0,3.6.1.1,3.6.1.1,4
1126,SRR3530600,2015.709589,0.067555011,no,non-pMSM,non-STN,1,1,1,0,3.6.1.1,3.6.1.1,4
1127,SRR4787281,2015.70411,0.067129085,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1128,SRR3530811,2015.627397,0.06769937,no,Travel,Travel,1,0,1,0,3.6.1.1,3.6.1.1,4
1129,SRR7850150,2018.632877,0.054358811,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1130,SRR8114785,2018.789041,0.05330209,no,non-pMSM,non-STN,1,1,0,0,03.06.2001,03.06.2001,4
1131,SRR7588702,2018.520548,0.055582314,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1132,SRR11215191,2020.136612,0.041669973,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1133,SRR11206403,2020.131148,0.041740998,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1134,SRR7407918,2018.391781,0.056454791,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1135,SRR10985497,2020.054645,0.041886209,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1136,SRR8737845,2019.172603,0.050268514,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1137,SRR7850174,2018.586301,0.054249672,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1138,SRR9259314,2019.383562,0.048506401,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1139,SRR11041497,2020.076503,0.041809472,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1140,SRR10874263,2020.013661,0.041879394,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1141,SRR10905048,2020.016393,0.041859574,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1142,SRR10380833,2019.794521,0.042815254,no,pMSM,non-STN,0,0,0,0,NA,NA,4
1143,SRR7588741,2018.520548,0.055134857,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1144,SRR7367578,2017.531507,0.058074204,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1145,SRR7407917,2018.443836,0.055312053,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1146,SRR7286608,2018.394521,0.055483768,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1147,SRR7839337,2018.635616,0.053260721,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1148,SRR7286182,2018.29589,0.056293236,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1149,SRR7358009,2018.350685,0.055757229,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1150,SRR7187065,2017.950685,0.057381528,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1151,SRR7283803,2018.082192,0.057021932,no,Travel,Travel,0,0,0,0,NA,NA,4
1152,SRR7358114,2018.427397,0.055236748,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1153,SRR7358108,2017.526027,0.057806206,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1154,SRR11080621,2020.092896,0.038248605,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1155,SRR7223120,2017.252055,0.058838342,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1156,SRR7230301,2017.663014,0.055582019,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1157,SRR7282621,2017.778082,0.05595618,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1158,SRR7186944,2017.375342,0.057687319,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1159,SRR7277692,2017.254795,0.05862651,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1160,SRR3531354,2015.950685,0.06581222,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1161,SRR3531710,2015.767123,0.066998067,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1162,SRR7172260,2017.117808,0.058709927,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1163,SRR7266387,2017.060274,0.058833729,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1164,SRR8523761,2019.054795,0.047782311,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1165,SRR8591904,2019.115068,0.046864407,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1166,SRR7850063,2018.673973,0.050508431,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1167,SRR7187063,2017.849315,0.055079929,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1168,SRR7179963,2018.065753,0.054163391,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1169,SRR7172059,2017.884932,0.05503018,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1170,SRR9260546,2019.323288,0.044630013,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1171,SRR9720383,2019.517808,0.042590824,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1172,SRR3530847,2015.912329,0.065544928,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1173,SRR3530415,2015.994521,0.065484245,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1174,SRR3530406,2015.873973,0.065944333,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1175,SRR7850052,2018.556164,0.050871815,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1176,SRR7842129,2018.547945,0.050969054,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1177,SRR4788374,2016.453552,0.062368937,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1178,SRR4788369,2016.494536,0.062459373,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1179,SRR3531877,2016.295082,0.063316363,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1180,SRR7256974,2017.986301,0.054107522,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1181,SRR7850077,2018.624658,0.051139549,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1182,SRR10843789,2019.978082,0.038953444,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1183,SRR7367239,2018.424658,0.053007163,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1184,SRR11215163,2020.139344,0.037695081,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1185,SRR7850265,2018.657534,0.050558048,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1186,SRR5005435,2016.497268,0.062545477,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1187,SRR3530338,2016.243169,0.063576733,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1188,SRR8237820,2018.865753,0.049498391,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1189,SRR8237819,2018.846575,0.049466972,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1190,SRR8237812,2018.854795,0.049469575,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1191,SRR7223084,2018.312329,0.05368239,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1192,SRR7283762,2017.715068,0.054801106,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1193,SRR4787758,2016.344262,0.062556449,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1194,SRR7251490,2017.736986,0.05267275,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1195,SRR3531781,2015.709589,0.064413647,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1196,SRR3530518,2015.931507,0.063448005,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1197,SRR3530601,2015.808219,0.063802282,no,non-pMSM,non-STN,1,1,0,0,03.06.2001,03.06.2001,4
1198,SRR3530547,2015.79726,0.063954116,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1199,SRR3531921,2016.051913,0.06239428,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1200,SRR10559548,2019.879452,0.039781781,no,pMSM,non-STN,1,0,0,1,03.06.2001,03.06.2001,4
1201,SRR10319758,2019.786301,0.041449527,no,Travel,Travel,1,0,0,1,03.06.2001,03.06.2001,4
1202,SRR10319759,2019.786301,0.041381206,no,pMSM,non-STN,1,0,0,1,03.06.2001,03.06.2001,4
1203,SRR9259132,2019.421918,0.043559296,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1204,SRR7890015,2018.679452,0.04910052,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1205,SRR8086736,2018.767123,0.048417594,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1206,SRR7191541,2017.531507,0.053731907,no,non-pMSM,non-STN,1,1,1,0,03.06.2001,03.06.2001,4
1207,SRR3530813,2015.780822,0.06558294,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1208,SRR7250989,2017.712329,0.053259669,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1209,SRR4787328,2016.743169,0.059547817,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1210,SRR7223097,2017.791781,0.05311213,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1211,SRR8194842,2018.843836,0.046673854,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1212,SRR7221231,2017.506849,0.0538979,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1213,SRR3531859,2015.747945,0.065769065,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1214,SRR3530451,2015.747945,0.065769065,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1215,SRR7265926,2017.816438,0.052880706,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1216,SRR7236439,2017.684932,0.052837661,no,pMSM,non-STN,1,1,0,0,03.06.2001,03.06.2001,4
1217,SRR7277755,2017.684932,0.052837661,no,pMSM,non-STN,1,1,0,0,03.06.2001,03.06.2001,4
1218,SRR9973698,2019.594521,0.041756083,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1219,SRR9311801,2019.441096,0.04332746,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1220,SRR9988857,2019.59726,0.041681211,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1221,SRR9661210,2019.482192,0.042778729,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1222,SRR9961606,2019.580822,0.041792575,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1223,SRR8114767,2018.791781,0.048248839,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1224,SRR7204346,2017.449315,0.054772451,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1225,SRR7265940,2017.528767,0.053894797,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1226,SRR3530438,2015.89589,0.063662377,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1227,SRR3530506,2015.761644,0.065127676,no,pMSM,non-STN,1,1,1,0,03.06.2001,03.06.2001,4
1228,SRR3531249,2015.652055,0.065244489,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1229,SRR4787908,2015.816438,0.064485551,no,pMSM,STN,1,1,0,0,03.06.2001,03.06.2001,4
1230,SRR3530409,2016.010929,0.063295155,no,pMSM,STN,1,1,0,0,03.06.2001,03.06.2001,4
1231,SRR4787907,2015.821918,0.064415517,no,pMSM,STN,1,1,0,0,03.06.2001,03.06.2001,4
1232,SRR3531891,2015.728767,0.065071748,no,pMSM,STN,1,1,0,0,03.06.2001,03.06.2001,4
1233,SRR5006431,2016.068306,0.062872194,no,pMSM,STN,1,1,0,0,03.06.2001,03.06.2001,4
1234,SRR4192110,2012.756831,0.091694229,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1235,ERR1364249,2011.643836,0.096806488,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1236,SRR8299405,2018.912329,0.044781466,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1237,SRR8097437,2018.720548,0.045190789,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1238,SRR9260182,2019.290411,0.04153076,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1239,SRR7457803,2018.468493,0.046990081,no,Travel,Travel,0,0,0,0,NA,NA,4
1240,SRR10519457,2019.868493,0.036958604,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1241,SRR9007505,2019.290411,0.041238171,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1242,SRR10397441,2019.821918,0.037392294,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1243,SRR7834588,2018.583562,0.04550409,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1244,SRR7286661,2016.778689,0.053004755,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1245,SRR8052185,2018.747945,0.04463321,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1246,SRR7244243,2018.290411,0.047756397,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1247,SRR9874601,2019.542466,0.038503813,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1248,SRR7285526,2017.950685,0.048054194,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1249,SRR7204380,2018.10411,0.047950064,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1250,SRR9719293,2019.517808,0.03831456,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1251,SRR8704573,2019.153425,0.041579449,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1252,SRR8490599,2019.043836,0.041399112,no,non-pMSM,non-STN,0,0,0,0,NA,NA,4
1253,SRR7191521,2017.712329,0.046911199,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1254,SRR3531030,2015.739726,0.056032536,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,4
1255,SRR4181583,2015.627397,0.05692918,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,4
1256,ERR1364179,2009.410959,0.113299578,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1257,SRR7172407,2016.830601,0.039041653,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1258,SRR3530360,2015.934247,0.042015369,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1259,SRR3530445,2016.057377,0.041247817,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1260,SRR7850101,2018.632877,0.031433433,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1261,SRR7284306,2017.926027,0.034036556,no,pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1262,SRR7285430,2017.873973,0.034509827,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1263,SRR8591916,2019.112329,0.029092676,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1264,SRR7191721,2018.350685,0.033026177,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1265,SRR7236615,2017.221918,0.036915896,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1266,SRR7230247,2017.180822,0.037106759,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1267,SRR7358041,2017.139726,0.037082154,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1268,SRR4897090,2016.702186,0.037976605,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
1269,SRR7266825,2016.418033,0.038748213,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1270,SRR7276900,2018.164384,0.033445907,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1271,SRR7285479,2017.906849,0.033931862,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1272,SRR7286407,2016.874317,0.037589466,no,Travel,Travel,0,0,0,0,03.06.2001,03.06.2001,6
1273,SRR3530630,2015.838356,0.039670562,no,non-pMSM,non-STN,0,0,0,0,03.06.2001,03.06.2001,6
